t_index    term            df        
9603       seren           1         
9604       serendipit      1         
9605       sergeant        11        
9606       seri            42        
9607       serial          16        
9608       serialkil       1         
9609       seriou          12        
9610       serki           1         
9611       sermon          1         
9612       serrano         1         
9613       serv            24        
9614       servant         7         
9615       servic          25        
9616       servicemen      1         
9617       servitud        2         
9618       session         2         
9619       sestero         1         
9620       set             153       
9621       setback         1         
9622       seth            6         
9623       settl           11        
9624       settlement      1         
9625       settler         2         
9626       settman         1         
9627       setup           2         
9628       seulement       1         
9629       seventeen       3         
9630       seventeenyearold 1         
9631       seventh         1         
9632       seventi         1         
9633       seventyeight    1         
9634       sevenyearold    2         
9635       sever           45        
9636       sewag           1         
9637       sewer           2         
9638       sex             26        
9639       sexchang        1         
9640       sexi            11        
9641       sexmad          2         
9642       sexonli         1         
9643       sexpot          1         
9644       sexual          25        
9645       sfpd            1         
9646       sgeirsson       1         
9647       sgt             2         
9648       shack           1         
9649       shadaloo        1         
9650       shadi           9         
9651       shadow          7         
9652       shadowhunt      1         
9653       shadowi         3         
9654       shag            2         
9655       shagadel        1         
9656       shaggi          1         
9657       shagwel         1         
9658       shah            1         
9659       shahbazi        1         
9660       shahid          1         
9661       shake           10        
9662       shaken          3         
9663       shakespear      2         
9664       shakespearean   2         
9665       shallow         1         
9666       shame           2         
9667       shane           1         
9668       shankar         1         
9669       shanna          1         
9670       shannon         2         
9671       shanti          1         
9672       shape           11        
9673       shapeshift      2         
9674       share           27        
9675       sharehold       1         
9676       shark           7         
9677       sharon          3         
9678       sharp           4         
9679       sharpdress      1         
9680       sharpshoot      1         
9681       shatter         2         
9682       shaun           2         
9683       shave           2         
9684       shaw            2         
9685       shawn           2         
9686       shawshank       1         
9687       shazza          1         
9688       shea            1         
9689       shear           3         
9690       sheen           2         
9691       sheep           2         
9692       sheer           6         
9693       sheet           1         
9694       sheeta          1         
9695       sheikh          1         
9696       shelbi          1         
9697       sheldon         1         
9698       sheldrak        1         
9699       shell           7         
9700       shelley         1         
9701       shelli          1         
9702       shelter         5         
9703       shelton         1         
9704       shelv           1         
9705       shephard        1         
9706       shepherd        3         
9707       sherif          1         
9708       sheriff         14        
9709       sherlock        3         
9710       sherman         1         
9711       sherriff        1         
9712       sherwood        1         
9713       sheryl          2         
9714       shi             6         
9715       shield          4         
9716       shift           5         
9717       shifti          1         
9718       shiftless       1         
9719       shifu           1         
9720       shih            1         
9721       shine           1         
9722       shinto          1         
9723       shinzon         1         
9724       ship            30        
9725       shipbuild       1         
9726       shipwreck       1         
9727       shirley         1         
9728       shmuel          1         
9729       shmule          1         
9730       shock           14        
9731       shoe            4         
9732       shooin          1         
9733       shoot           17        
9734       shooter         3         
9735       shootout        5         
9736       shop            18        
9737       shopkeep        1         
9738       shoplift        2         
9739       shore           3         
9740       short           12        
9741       shortag         2         
9742       shortcom        1         
9743       shorti          1         
9744       shortli         6         
9745       shortliv        2         
9746       shortterm       2         
9747       shosanna        1         
9748       shot            18        
9749       shotgun         2         
9750       shoulder        1         
9751       shouldnt        1         
9752       shove           1         
9753       showbusi        1         
9754       showcas         1         
9755       showdown        4         
9756       shower          1         
9757       showgirl        1         
9758       showi           1         
9759       showman         1         
9760       showroom        1         
9761       showwithout     1         
9762       shrapnel        1         
9763       shreak          1         
9764       shredder        2         
9765       shrek           5         
9766       shrew           2         
9767       shrewd          1         
9768       shrimp          2         
9769       shrink          2         
9770       shrug           1         
9771       shrunken        2         
9772       shue            1         
9773       shun            3         
9774       shut            6         
9775       shutter         1         
9776       shuttl          2         
9777       shuya           1         
9778       shyamalan       1         
9779       shyness         1         
9780       siames          1         
9781       sibl            11        
9782       sicili          1         
9783       sicilian        2         
9784       sick            11        
9785       sickli          3         
9786       sicklysweet     1         
9787       sicko           2         
9788       sid             2         
9789       sidebysid       1         
9790       sidekick        7         
9791       sidelin         1         
9792       sidewalk        1         
9793       sidiou          1         
9794       sidney          1         
9795       sieg            3         
9796       siegel          1         
9797       sierra          2         
9798       siggi           1         
9799       sight           11        
9800       sign            22        
9801       signal          4         
9802       signific        3         
9803       significantli   1         
9804       signor          1         
9805       sil             1         
9806       silenc          4         
9807       silencio        1         
9808       silent          4         
9809       silentmovi      1         
9810       siler           1         
9811       silicon         1         
9812       silva           2         
9813       silvano         1         
9814       silver          3         
9815       simian          2         
9816       similarli       1         
9817       simin           1         
9818       simmer          1         
9819       simmon          1         
9820       simon           9         
9821       simpkin         1         
9822       simpl           12        
9823       simplemindedli  1         
9824       simpler         2         
9825       simpli          8         
9826       simpson         2         
9827       simultan        4         
9828       simza           1         
9829       sin             11        
9830       sinc            63        
9831       sing            13        
9832       singer          18        
9833       singh           3         
9834       singhania       1         
9835       singl           22        
9836       singlemind      1         
9837       singleminded    1         
9838       singlepar       1         
9839       singleton       1         
9840       singular        2         
9841       singularli      1         
9842       sinis           1         
9843       sinist          13        
9844       sink            3         
9845       sip             1         
9846       sir             3         
9847       siren           2         
9848       siriu           1         
9849       sister          58        
9850       sisterhood      2         
9851       sisterinlaw     3         
9852       sit             13        
9853       site            7         
9854       sith            2         
9855       sitka           1         
9856       sitter          1         
9857       sittercumpot    1         
9858       situat          25        
9859       sixteen         4         
9860       sixteenth       1         
9861       sixth           3         
9862       sixyearold      3         
9863       size            8         
9864       skank           1         
9865       skate           2         
9866       skater          2         
9867       skeeter         1         
9868       skellington     1         
9869       skeptic         8         
9870       skerritt        1         
9871       sketchi         1         
9872       ski             1         
9873       skid            1         
9874       skier           1         
9875       skill           38        
9876       skillsand       1         
9877       skin            7         
9878       skinflint       1         
9879       skinhead        3         
9880       skinner         2         
9881       skinni          2         
9882       skip            5         
9883       skirmish        1         
9884       skull           5         
9885       sky             3         
9886       skylab          1         
9887       skynet          1         
9888       skyrocket       1         
9889       skyscrap        3         
9890       skywalk         9         
9891       slacker         3         
9892       slamdunk        1         
9893       slang           1         
9894       slant           1         
9895       slapstick       1         
9896       slasher         1         
9897       slate           1         
9898       slater          1         
9899       slaughter       5         
9900       slave           15        
9901       slaveri         3         
9902       slaveship       1         
9903       slayer          1         
9904       sleaz           1         
9905       sleazi          2         
9906       sleek           1         
9907       sleep           14        
9908       sleepi          1         
9909       sleepin         1         
9910       sleepless       1         
9911       sleepwalk       1         
9912       sleigh          1         
9913       sleuth          1         
9914       sli             1         
9915       slice           1         
9916       slick           2         
9917       slight          4         
9918       slightest       1         
9919       slightli        5         
9920       slim            1         
9921       slinki          1         
9922       slip            11        
9923       sloan           1         
9924       slogan          1         
9925       sloth           2         
9926       slow            3         
9927       slowli          13        
9928       slowlyreturn    1         
9929       slowwit         1         
9930       slughorn        1         
9931       slum            3         
9932       slur            1         
9933       slut            1         
9934       small           63        
9935       smaller         1         
9936       smallest        1         
9937       smalltim        5         
9938       smalltown       4         
9939       smarmi          1         
9940       smart           12        
9941       smartbutineffectu 1         
9942       smarter         2         
9943       smartest        1         
9944       smash           1         
9945       smaug           2         
9946       smell           1         
9947       smileand        1         
9948       smiley          2         
9949       smith           13        
9950       smither         1         
9951       smithsonian     1         
9952       smithvil        1         
9953       smitten         1         
9954       smoke           5         
9955       smokey          1         
9956       smooth          1         
9957       smoothli        1         
9958       smuggl          3         
9959       smuggler        3         
9960       snack           1         
9961       snake           3         
9962       snap            1         
9963       snape           1         
9964       snapshot        1         
9965       snatch          2         
9966       sneak           6         
9967       sneakili        1         
9968       snell           1         
9969       sniff           2         
9970       snipe           1         
9971       sniper          3         
9972       snitch          1         
9973       snob            1         
9974       snobbi          2         
9975       snooti          1         
9976       snotti          1         
9977       snow            12        
9978       snowbel         1         
9979       snowboard       1         
9980       snowcov         1         
9981       snowfal         2         
9982       snowflak        1         
9983       snowi           3         
9984       snowman         2         
9985       snowpierc       1         
9986       snowplow        1         
9987       snowstorm       2         
9988       snuf            1         
9989       snuff           2         
9990       soak            1         
9991       soap            3         
9992       soar            2         
9993       sob             1         
9994       socal           3         
9995       soccer          2         
9996       sociabl         1         
9997       social          23        
9998       socialit        2         
9999       societi         30        
10000      sociopath       2         
10001      sod             1         
10002      sofia           1         
10003      softli          1         
10004      softpaw         1         
10005      softwar         2         
10006      soil            1         
10007      soir            1         
10008      sokka           1         
10009      solac           4         
10010      solar           3         
10011      solara          1         
10012      solatano        1         
10013      sold            11        
10014      soldier         26        
10015      sole            15        
10016      soleil          1         
10017      solid           2         
10018      solitari        6         
10019      solitud         2         
10020      solo            4         
10021      solomon         2         
10022      solut           4         
10023      solv            25        
10024      somali          1         
10025      somalia         1         
10026      somalian        1         
10027      somber          1         
10028      somebodi        2         
10029      someon          41        
10030      somerset        1         
10031      someth          59        
10032      sometim         9         
10033      somewher        7         
10034      son             137       
10035      song            11        
10036      songbird        1         
10037      songwrit        1         
10038      soninlaw        1         
10039      sonni           4         
10040      soo             1         
10041      sooke           1         
10042      sooner          5         
10043      soontob         3         
10044      soontobeunfortun 1         
10045      soontobew       1         
10046      sophi           3         
10047      sophia          1         
10048      sophieif        1         
10049      sophist         5         
10050      sophomor        2         
10051      soprano         2         
10052      sorcer          3         
10053      sorceress       1         
10054      sore            1         
10055      sorna           1         
10056      soror           3         
10057      sorri           1         
10058      sorrow          1         
10059      sort            10        
10060      sorti           1         
10061      sou             1         
10062      soul            21        
10063      soulmat         3         
10064      sound           8         
10065      soundtrack      1         
10066      sourc           11        
10067      south           30        
10068      southeast       1         
10069      souther         1         
10070      southern        8         
10071      soviet          7         
10072      spa             1         
10073      space           28        
10074      spacecraft      3         
10075      spacefold       1         
10076      spaceship       6         
10077      spacetravel     1         
10078      spacewalk       1         
10079      spacey          2         
10080      spade           1         
10081      spain           5         
10082      spalko          1         
10083      span            6         
10084      spanish         1         
10085      spanki          1         
10086      spar            1         
10087      spare           4         
10088      spark           5         
10089      sparki          1         
10090      sparrow         4         
10091      sparta          1         
10092      spartan         2         
10093      spat            1         
10094      spatter         1         
10095      spawn           1         
10096      spcial          1         
10097      speak           10        
10098      spearhead       3         
10099      spearman        1         
10100      speci           7         
10101      special         41        
10102      specialist      3         
10103      specif          7         
10104      specimen        2         
10105      spectacl        1         
10106      spectacular     3         
10107      spectat         1         
10108      spectr          2         
10109      spectral        1         
10110      spectrum        1         
10111      specul          1         
10112      speech          4         
10113      speed           1         
10114      speedi          1         
10115      speedman        2         
10116      speedway        1         
10117      spell           9         
10118      spencer         7         
10119      spend           58        
10120      spent           13        
10121      spew            1         
10122      sphere          1         
10123      spi             15        
10124      spice           1         
10125      spider          4         
10126      spiderman       7         
10127      spiderwick      1         
10128      spike           2         
10129      spill           1         
10130      spinal          1         
10131      spineless       1         
10132      spinoff         2         
10133      spinster        1         
10134      spiral          6         
10135      spirit          28        
10136      spiritu         2         
10137      spit            3         
10138      spite           2         
10139      spivey          1         
10140      splash          1         
10141      splice          1         
10142      splinter        1         
10143      split           6         
10144      spock           1         
10145      spoil           2         
10146      spoiler         3         
10147      spoken          4         
10148      spokesman       1         
10149      sponsor         2         
10150      spoof           1         
10151      spook           1         
10152      spooki          1         
10153      spooner         1         
10154      sport           9         
10155      sportello       1         
10156      spot            16        
10157      spotlight       3         
10158      spottswood      1         
10159      spous           5         
10160      spout           1         
10161      spread          12        
10162      spree           4         
10163      sprightli       1         
10164      spring          10        
10165      sprinkl         1         
10166      sprint          1         
10167      sprinter        1         
10168      sprung          2         
10169      spud            1         
10170      spunk           1         
10171      spur            3         
10172      spurburi        1         
10173      spurn           1         
10174      spycraft        1         
10175      spyplan         1         
10176      squabbl         2         
10177      squad           10        
10178      squadcar        1         
10179      squalor         3         
10180      squar           8         
10181      squir           2         
10182      squirt          1         
10183      sr              3         
10184      ss              2         
10185      ssg             1         
10186      sshhh           1         
10187      st              14        
10188      stab            1         
10189      stabl           2         
10190      staci           1         
10191      stack           1         
10192      staff           11        
10193      stag            1         
10194      stage           20        
10195      stagecoach      2         
10196      stagger         4         
10197      stair           2         
10198      stake           6         
10199      stalingrad      1         
10200      stalk           5         
10201      stalker         3         
10202      stall           2         
10203      stallion        2         
10204      stamina         1         
10205      stammer         1         
10206      stamper         1         
10207      stan            5         
10208      stanc           2         
10209      stand           34        
10210      standard        1         
10211      standup         1         
10212      stanford        2         
10213      stanhop         1         
10214      stanley         7         
10215      star            60        
10216      starbas         1         
10217      starbuck        1         
10218      starcross       1         
10219      stardom         4         
10220      stardust        1         
10221      stare           1         
10222      starfleet       1         
10223      stargat         1         
10224      stargher        1         
10225      starina         1         
10226      stark           9         
10227      starkiron       1         
10228      starl           2         
10229      starryey        1         
10230      starship        3         
10231      start           114       
10232      startl          2         
10233      starv           2         
10234      stash           2         
10235      stasi           1         
10236      statement       3         
10237      stateoftheart   1         
10238      statesman       1         
10239      statewid        1         
10240      statham         1         
10241      station         27        
10242      statist         2         
10243      statu           8         
10244      statuett        1         
10245      stay            50        
10246      steadfast       2         
10247      steadfastli     1         
10248      steadili        2         
10249      steal           43        
10250      stealthili      1         
10251      steami          1         
10252      steel           8         
10253      steep           1         
10254      steer           1         
10255      stefan          1         
10256      stefani         1         
10257      stefano         1         
10258      steff           1         
10259      stella          3         
10260      stem            1         
10261      step            22        
10262      stepan          1         
10263      stepbroth       3         
10264      stepbystep      1         
10265      stepchildren    1         
10266      stepdad         2         
10267      stepdaught      1         
10268      stepfath        9         
10269      stephani        1         
10270      stephen         6         
10271      stephenson      1         
10272      stepmoth        4         
10273      stepsibl        1         
10274      stepsist        3         
10275      stepson         1         
10276      stereotyp       2         
10277      steril          1         
10278      stern           1         
10279      steve           8         
10280      steven          6         
10281      stevi           1         
10282      stewardess      1         
10283      stewart         1         
10284      stick           3         
10285      sticker         1         
10286      sticki          2         
10287      stieg           1         
10288      stiff           1         
10289      stifl           2         
10290      stifler         2         
10291      stigmata        1         
10292      stiller         2         
10293      stillwat        1         
10294      stimulantenhanc 1         
10295      stimuli         1         
10296      stinkiewho      1         
10297      stint           3         
10298      stipul          1         
10299      stir            4         
10300      stitch          1         
10301      stock           2         
10302      stockbrok       2         
10303      stockholm       1         
10304      stockman        1         
10305      stockmarket     1         
10306      stoik           1         
10307      stoke           1         
10308      stoker          1         
10309      stole           3         
10310      stolen          20        
10311      stolencar       1         
10312      stomach         3         
10313      stone           19        
10314      stoneag         1         
10315      stoner          1         
10316      stood           1         
10317      stoop           1         
10318      storag          1         
10319      store           32        
10320      stori           175       
10321      storm           24        
10322      stormchas       1         
10323      stormhold       1         
10324      stormi          1         
10325      stormtroop      1         
10326      storybook       1         
10327      storytel        2         
10328      stover          1         
10329      stow            1         
10330      stowaway        2         
10331      straight        6         
10332      straighta       1         
10333      straighten      3         
10334      straightforward 1         
10335      straightlac     1         
10336      strain          4         
10337      strait          1         
10338      straiten        1         
10339      strand          12        
10340      strang          44        
10341      strangelov      1         
10342      stranger        27        
10343      stranix         1         
10344      stratford       1         
10345      strawberrysc    1         
10346      stray           3         
10347      streak          1         
10348      street          45        
10349      streetwis       1         
10350      strength        16        
10351      strengthen      2         
10352      stress          2         
10353      stricken        3         
10354      strict          8         
10355      strictli        1         
10356      strike          19        
10357      string          5         
10358      stringent       1         
10359      strip           8         
10360      stripe          3         
10361      stripper        4         
10362      strive          3         
10363      stroke          1         
10364      stroll          1         
10365      strong          10        
10366      stronger        3         
10367      strongest       1         
10368      stronghold      1         
10369      strongli        1         
10370      strongman       2         
10371      strongwil       5         
10372      struck          2         
10373      structur        7         
10374      strudel         1         
10375      struggl         65        
10376      stryker         2         
10377      stu             3         
10378      stuart          5         
10379      stub            1         
10380      stubbi          1         
10381      stubborn        3         
10382      stuck           7         
10383      stuckey         1         
10384      student         56        
10385      studentif       1         
10386      studi           8         
10387      studio          6         
10388      stuff           3         
10389      stuffi          1         
10390      stuhlbarg       2         
10391      stumbl          15        
10392      stun            5         
10393      stunt           2         
10394      stuntman        2         
10395      stupid          3         
10396      style           8         
10397      styler          1         
10398      stylish         1         
10399      stylist         1         
10400      su              1         
10401      suav            3         
10402      subaltern       1         
10403      subconsci       3         
10404      subdu           2         
10405      subgroup        1         
10406      subject         8         
10407      submarin        3         
10408      submerg         1         
10409      submiss         1         
10410      submit          1         
10411      subordin        1         
10412      subplot         2         
10413      subscript       1         
10414      subsect         1         
10415      subsequ         7         
10416      subsist         2         
10417      substanc        2         
10418      substanceaddict 1         
10419      substanti       2         
10420      substitut       5         
10421      subtext         1         
10422      subtitl         1         
10423      subtl           3         
10424      subtler         1         
10425      suburb          5         
10426      suburban        11        
10427      suburbanit      1         
10428      subvert         1         
10429      subway          3         
10430      succeed         16        
10431      success         65        
10432      successor       4         
10433      succinctli      1         
10434      succumb         1         
10435      suck            2         
10436      sudden          4         
10437      suddenli        25        
10438      sue             7         
10439      suffer          29        
10440      suffoc          2         
10441      sugar           1         
10442      suicid          22        
10443      suit            11        
10444      suitabl         2         
10445      suitcas         4         
10446      suitor          1         
10447      sukhi           1         
10448      sulley          1         
10449      sulli           1         
10450      sullivan        5         
10451      sultan          1         
10452      sultana         1         
10453      sultenfuss      1         
10454      sultri          1         
10455      sulu            1         
10456      sum             2         
10457      sumatran        1         
10458      summar          1         
10459      summari         1         
10460      summarili       1         
10461      summer          36        
10462      summit          2         
10463      summon          11        
10464      sumner          1         
10465      sumptuou        1         
10466      sun             7         
10467      sundanc         1         
10468      sunday          3         
10469      sundrench       2         
10470      sunlight        3         
10471      sunni           2         
10472      sunris          1         
10473      sunscorch       1         
10474      sunset          3         
10475      sunshin         1         
10476      suntori         1         
10477      super           14        
10478      superbowl       1         
10479      supercomput     1         
10480      supercut        1         
10481      superencrypt    1         
10482      superfici       2         
10483      superfreaki     1         
10484      superhero       11        
10485      superhuman      1         
10486      superior        18        
10487      superman        3         
10488      supermanmeanwhil 1         
10489      supermarket     1         
10490      supermax        1         
10491      supermodel      1         
10492      supernatur      6         
10493      superpow        3         
10494      supersoldi      1         
10495      superspi        1         
10496      superstar       3         
10497      superstiti      1         
10498      supervillain    3         
10499      supervis        1         
10500      supervisor      1         
10501      supper          1         
10502      suppli          14        
10503      supplier        2         
10504      support         24        
10505      suppos          9         
10506      supposedli      4         
10507      suppress        3         
10508      suprem          3         
10509      supremaci       1         
10510      supremacist     1         
10511      sur             1         
10512      surest          1         
10513      surf            1         
10514      surfac          6         
10515      surfer          2         
10516      surfertyp       1         
10517      surgeon         6         
10518      surgeri         4         
10519      surgic          1         
10520      surgicallyenhanc 1         
10521      surmis          2         
10522      surmont         1         
10523      surpris         28        
10524      surreal         3         
10525      surrealist      1         
10526      surrend         5         
10527      surreptiti      1         
10528      surrey          1         
10529      surrog          1         
10530      surround        14        
10531      surveil         4         
10532      surviv          92        
10533      survivesor      1         
10534      survivor        16        
10535      susan           10        
10536      susanna         1         
10537      susannah        1         
10538      susi            1         
10539      suspect         33        
10540      suspend         5         
10541      suspens         5         
10542      suspensedriven  1         
10543      suspici         7         
10544      suspicion       6         
10545      sustain         4         
10546      sutherland      3         
10547      sutton          1         
10548      suzann          1         
10549      sven            2         
10550      swackhamm       1         
10551      swagger         1         
10552      swallow         2         
10553      swamp           3         
10554      swan            4         
10555      swank           1         
10556      swann           3         
10557      swanson         2         
10558      swap            3         
10559      swarm           1         
10560      swashbuckl      3         
10561      swat            2         
10562      swath           1         
10563      sway            3         
10564      swear           3         
10565      swedish         2         
10566      sweeney         1         
10567      sweep           5         
10568      sweet           4         
10569      sweeten         1         
10570      sweeter         1         
10571      sweetheart      3         
10572      swell           1         
10573      swept           5         
10574      swerv           1         
10575      swifti          1         
10576      swiftli         1         
10577      swigert         1         
10578      swim            2         
10579      swimmer         2         
10580      swindler        1         
10581      swing           1         
10582      swinger         1         
10583      swiss           2         
10584      switch          7         
10585      switzerland     1         
10586      sword           8         
10587      swordfish       2         
10588      swordplay       1         
10589      swordwield      1         
10590      sworn           6         
10591      syd             1         
10592      sydney          6         
10593      syke            1         
10594      sylvia          4         
10595      symbol          8         
10596      symbolist       1         
10597      sympathet       3         
10598      syndic          3         
10599      synthet         3         
10600      syrup           1         
10601      sze             1         
10602      szpilman        1         
10603      tabl            6         
10604      tablet          1         
10605      tabloid         2         
10606      tackl           2         
10607      tact            1         
10608      tactic          4         
10609      taeyoon         1         
10610      taft            1         
10611      tag             3         
10612      tagalong        1         
10613      taggert         1         
10614      tai             1         
10615      taika           1         
10616      tail            2         
10617      tailor          2         
10618      tajmaru         1         
10619      takenoprison    1         
10620      takeout         1         
10621      takeov          2         
10622      taki            1         
10623      tale            38        
10624      talent          29        
10625      taliban         1         
10626      talisman        2         
10627      talk            32        
10628      talki           1         
10629      tall            3         
10630      talli           1         
10631      tame            2         
10632      tamland         1         
10633      tampa           1         
10634      tampaflorida    1         
10635      tamper          1         
10636      tampico         1         
10637      tan             1         
10638      tanaka          1         
10639      tang            1         
10640      tangier         1         
10641      tangl           2         
10642      tango           1         
10643      tank            5         
10644      tanner          1         
10645      tano            1         
10646      tanya           2         
10647      tap             2         
10648      tape            7         
10649      taper           1         
10650      tapia           1         
10651      tara            1         
10652      tardi           1         
10653      target          21        
10654      tarnish         1         
10655      taro            1         
10656      tarr            1         
10657      tartaro         1         
10658      tarzan          1         
10659      task            27        
10660      tasker          1         
10661      tasmania        1         
10662      tast            6         
10663      tatar           1         
10664      tate            1         
10665      tatiana         1         
10666      tatooin         1         
10667      tatopol         1         
10668      tattoo          6         
10669      tatum           3         
10670      taught          9         
10671      taunt           2         
10672      tavington       1         
10673      tawni           1         
10674      tax             1         
10675      taxi            5         
10676      taxidermist     1         
10677      tayback         1         
10678      taylor          5         
10679      tbird           1         
10680      tc              1         
10681      tdog            1         
10682      te              2         
10683      tea             2         
10684      teach           23        
10685      teacher         26        
10686      team            114       
10687      teamwork        1         
10688      tear            7         
10689      teas            2         
10690      tec             1         
10691      tech            4         
10692      techi           1         
10693      technic         2         
10694      technician      1         
10695      techniqu        3         
10696      technolog       17        
10697      technophob      1         
10698      technowizard    1         
10699      techsavvi       2         
10700      ted             5         
10701      teddi           6         
10702      teen            14        
10703      teena           1         
10704      teenag          59        
10705      teeter          1         
10706      teeth           2         
10707      tejano          1         
10708      telecast        1         
10709      telecommun      1         
10710      telegram        1         
10711      telekinesi      1         
10712      telekinet       1         
10713      telephon        3         
10714      teleport        1         
10715      teletransport   1         
10716      televis         8         
10717      teller          3         
10718      telli           1         
10719      telmar          1         
10720      temper          3         
10721      tempera         2         
10722      temperatur      2         
10723      temperment      1         
10724      templ           3         
10725      templar         1         
10726      templeton       1         
10727      tempor          1         
10728      temporari       3         
10729      tempt           1         
10730      temptress       2         
10731      tenaci          2         
10732      tenant          1         
10733      tend            2         
10734      tendenc         2         
10735      tender          3         
10736      tennant         1         
10737      tennesse        3         
10738      tenni           3         
10739      tenoch          1         
10740      tenor           1         
10741      tens            2         
10742      tension         8         
10743      tent            3         
10744      tentacl         1         
10745      tepper          1         
10746      terabithia      1         
10747      teresa          2         
10748      teri            1         
10749      terl            1         
10750      term            15        
10751      termeh          1         
10752      termin          4         
10753      terrain         3         
10754      terrestri       2         
10755      terri           8         
10756      terribl         11        
